,Location,Vehicle_Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Company,Fuel_Consumption(kmpl),Engine(CC),Power(bhp),Price
2947,Hyderabad,8,83000,Diesel,Manual,First,5.0,NISSAN,23.08,1461.0,63.1,3.7
2948,Coimbatore,2,10714,Diesel,Automatic,First,5.0,MERCEDES-BENZ,19.27,2143.0,167.62,39.51
2949,Hyderabad,10,127510,Diesel,Manual,Second,5.0,TATA,19.0,1248.0,90.0,1.4
2950,Kolkata,6,35010,Diesel,Manual,First,5.0,MARUTI,22.9,1248.0,74.0,3.5
2951,Jaipur,8,75451,Petrol,Manual,First,5.0,MARUTI,17.5,1197.0,85.8,3.78
2952,Pune,5,83000,Diesel,Manual,First,5.0,TATA,19.09,1405.0,69.01,2.7
2953,Kolkata,7,38755,Diesel,Manual,First,5.0,HONDA,25.8,1498.0,98.6,3.2
2954,Delhi,4,30000,Petrol,Manual,First,5.0,MARUTI,20.4,1197.0,81.8,5.0
2955,Chennai,8,40000,Diesel,Manual,First,7.0,MARUTI,20.77,1248.0,88.8,7.0
2956,Kolkata,6,19500,Petrol,Manual,Second,5.0,HYUNDAI,18.9,1197.0,82.0,2.85
2957,Ahmedabad,4,41000,Petrol,Manual,First,5.0,NISSAN,19.69,1198.0,67.04,4.25
2958,Bangalore,6,30000,Petrol,Manual,Second,5.0,HYUNDAI,18.9,1197.0,82.0,4.9
2959,Hyderabad,3,37000,Diesel,Manual,First,5.0,JEEP,17.1,1956.0,170.0,16.9
2960,Delhi,6,62000,Diesel,Manual,Second,5.0,VOLKSWAGEN,22.07,1199.0,73.9,4.25
2961,Pune,5,42023,Petrol,Automatic,First,5.0,HONDA,15.5,1198.0,86.7,4.34
2962,Kolkata,8,51001,Diesel,Automatic,First,5.0,BMW,16.09,1995.0,184.0,17.0
2963,Kochi,3,55389,Diesel,Automatic,First,5.0,BMW,18.88,1995.0,184.0,28.45
2964,Kochi,6,46728,Petrol,Automatic,First,5.0,HONDA,15.6,1497.0,116.3,6.15
2965,Kochi,6,58995,Diesel,Manual,First,7.0,MAHINDRA,12.83,2696.0,162.0,9.25
2966,Delhi,5,37857,Diesel,Manual,First,5.0,MARUTI,26.59,1248.0,74.0,4.85
2967,Jaipur,6,71000,Diesel,Manual,First,5.0,MARUTI,25.2,1248.0,74.0,4.8
2968,Pune,8,49024,Petrol,Manual,First,5.0,HONDA,18.4,1198.0,86.8,2.3
2969,Mumbai,4,10770,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,82.0,4.75
2970,Pune,3,72000,Diesel,Manual,First,5.0,TATA,22.95,1248.0,74.0,5.0
2971,Jaipur,5,91000,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,2.5
2972,Mumbai,3,14000,Petrol,Manual,First,5.0,HYUNDAI,18.6,1197.0,81.83,5.95
2973,Delhi,6,48000,Diesel,Automatic,Second,5.0,VOLVO,9.0,1984.0,181.0,16.0
2974,Delhi,6,75136,Diesel,Manual,First,5.0,FORD,22.7,1498.0,89.84,6.15
2975,Hyderabad,6,32500,Petrol,Manual,Second,5.0,MARUTI,21.1,1197.0,85.8,4.05
2976,Hyderabad,10,94500,Diesel,Manual,Second,5.0,HYUNDAI,21.9,1396.0,90.0,3.1
2977,Hyderabad,7,34900,Petrol,Manual,First,5.0,MARUTI,22.0,1197.0,81.8,5.49
2978,Coimbatore,10,42400,Petrol,Automatic,Third,4.0,PORSCHE,8.0,4806.0,394.3,42.91
2979,Jaipur,5,50000,Diesel,Manual,First,5.0,MARUTI,17.8,1248.0,75.0,5.7
2980,Kolkata,6,35000,Petrol,Manual,First,5.0,HONDA,19.4,1198.0,86.8,2.85
2981,Bangalore,8,37000,Petrol,Manual,Second,5.0,CHEVROLET,18.6,1199.0,79.4,2.35
2982,Coimbatore,2,32807,Petrol,Automatic,First,5.0,HYUNDAI,13.0,1591.0,121.3,14.76
2983,Pune,12,119000,Petrol,Manual,Second,5.0,HONDA,17.7,1497.0,78.0,2.25
2984,Mumbai,4,12000,Petrol,Manual,First,5.0,MARUTI,18.5,1197.0,85.8,3.65
2985,Delhi,4,46727,Diesel,Manual,First,5.0,FORD,22.77,1498.0,98.59,7.25
2986,Hyderabad,10,73336,Diesel,Automatic,First,5.0,BMW,13.2,1995.0,170.0,10.69
2987,Mumbai,6,9000,Petrol,Manual,Second,5.0,HYUNDAI,17.01,1591.0,121.3,5.5
2989,Mumbai,6,25422,Petrol,Manual,First,5.0,MARUTI,22.5,998.0,67.04,3.25
2990,Mumbai,2,14000,Diesel,Manual,First,7.0,MARUTI,25.47,1248.0,88.5,9.25
2991,Hyderabad,12,66000,Petrol,Manual,First,5.0,MARUTI,19.7,796.0,46.3,1.7
2992,Kochi,10,55324,Petrol,Manual,First,5.0,MARUTI,19.0,998.0,66.1,2.87
2993,Bangalore,11,90000,Diesel,Automatic,First,5.0,BMW,11.0,2993.0,235.0,17.75
2994,Kolkata,3,43000,Petrol,Manual,First,5.0,MAHINDRA,18.15,1198.0,82.0,4.5
2995,Bangalore,12,58483,Petrol,Automatic,Second,5.0,HYUNDAI,19.2,1197.0,80.0,2.95
2996,Pune,13,93000,Petrol,Automatic,Second,5.0,HONDA,12.9,1799.0,130.0,2.6
2997,Hyderabad,10,50000,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,3.0
2998,Ahmedabad,6,78616,Diesel,Automatic,Second,5.0,MERCEDES-BENZ,14.84,2143.0,170.0,15.5
2999,Pune,9,37000,Petrol,Manual,First,5.0,TOYOTA,17.6,1496.0,88.73,2.8
3000,Kolkata,10,54801,Petrol,Manual,First,5.0,HONDA,17.0,1497.0,118.0,2.5
3001,Bangalore,6,29000,Diesel,Manual,First,5.0,MARUTI,23.4,1248.0,74.0,5.75
3002,Pune,10,68000,Petrol,Manual,First,5.0,MARUTI,22.0,1197.0,81.8,2.8
3003,Kolkata,6,58000,Petrol,Manual,First,5.0,HYUNDAI,17.01,1591.0,121.3,4.59
3004,Pune,8,64290,Diesel,Manual,First,5.0,MARUTI,23.2,1248.0,73.94,3.65
3005,Mumbai,5,31000,Diesel,Manual,First,7.0,TOYOTA,13.0,2982.0,168.5,19.85
3006,Pune,2,16039,Diesel,Manual,First,5.0,JEEP,17.1,1956.0,170.0,18.5
3007,Hyderabad,3,19860,Petrol,Manual,First,5.0,HYUNDAI,18.6,1197.0,81.83,6.95
3008,Delhi,6,48500,Clean_Fuel,Manual,Second,5.0,MARUTI,26.6,998.0,58.16,2.85
3009,Jaipur,8,75391,Diesel,Manual,First,7.0,TATA,13.93,2179.0,138.0,3.75
3010,Jaipur,12,78000,Diesel,Manual,Second,5.0,MARUTI,19.3,1248.0,73.9,2.3
3011,Kolkata,4,78000,Diesel,Manual,First,5.0,TATA,25.0,1396.0,69.01,2.3
3012,Hyderabad,4,52000,Diesel,Manual,First,5.0,MARUTI,28.4,1248.0,74.0,5.95
3013,Kolkata,4,30000,Petrol,Automatic,First,5.0,MARUTI,23.1,998.0,67.04,3.49
3014,Coimbatore,4,19254,Diesel,Automatic,First,5.0,BMW,14.69,2993.0,258.0,47.7
3015,Coimbatore,5,29651,Petrol,Manual,First,5.0,VOLKSWAGEN,16.47,1198.0,74.0,6.43
3016,Bangalore,9,80000,Diesel,Manual,First,7.0,TATA,13.93,2179.0,138.03,4.5
3017,Kolkata,2,2971,Petrol,Automatic,First,4.0,MINI,13.6,1598.0,181.0,39.75
3018,Kolkata,5,21400,Petrol,Manual,First,5.0,FORD,15.6,1196.0,70.0,4.0
3019,Ahmedabad,5,77000,Diesel,Manual,First,5.0,HONDA,26.0,1498.0,98.6,6.98
3020,Delhi,14,80000,Diesel,Manual,Second,7.0,HYUNDAI,12.6,1991.0,112.0,1.75
3021,Delhi,7,81755,Diesel,Manual,First,5.0,SKODA,20.0,1968.0,108.5,4.75
3022,Hyderabad,4,99593,Diesel,Manual,First,7.0,TOYOTA,11.5,2982.0,171.0,23.5
3023,Hyderabad,6,39791,Diesel,Manual,First,5.0,HYUNDAI,22.32,1582.0,126.32,7.49
3024,Hyderabad,5,113000,Diesel,Manual,First,7.0,MAHINDRA,15.1,2179.0,140.0,10.85
3025,Mumbai,3,24000,Petrol,Manual,First,5.0,RENAULT,25.17,799.0,53.3,3.5
3026,Bangalore,5,39000,Petrol,Manual,Second,5.0,HYUNDAI,18.6,1197.0,81.83,6.3
3027,Bangalore,8,37000,Petrol,Automatic,First,5.0,HONDA,15.6,1497.0,116.3,6.75
3028,Coimbatore,3,61108,Diesel,Automatic,First,7.0,FORD,10.91,3198.0,197.0,28.88
3029,Kochi,4,61648,Petrol,Automatic,First,5.0,SKODA,13.7,1798.0,157.75,14.23
3030,Mumbai,8,37000,Diesel,Automatic,Third,5.0,BMW,22.69,1995.0,190.0,15.0
3031,Mumbai,7,53000,Clean_Fuel,Manual,First,7.0,MARUTI,22.8,1373.0,80.9,5.8
3032,Jaipur,7,65000,Diesel,Manual,First,5.0,MARUTI,23.2,1248.0,73.94,3.75
3033,Jaipur,15,120000,Petrol,Manual,First,5.0,HYUNDAI,0.0,1086.0,0.0,1.15
3034,Jaipur,9,148009,Diesel,Manual,Second,7.0,TOYOTA,11.5,2982.0,171.0,12.75
3035,Mumbai,11,53001,Petrol,Manual,First,5.0,MARUTI,16.1,1298.0,88.2,1.95
3036,Mumbai,2,22345,Petrol,Manual,First,5.0,TATA,20.3,1199.0,84.0,4.95
3037,Delhi,5,50000,Petrol,Automatic,First,5.0,HONDA,18.0,1497.0,117.3,8.25
3038,Hyderabad,7,48183,Diesel,Automatic,First,5.0,BMW,13.2,1995.0,170.0,20.99
3039,Hyderabad,10,93000,Diesel,Automatic,Second,5.0,MERCEDES-BENZ,14.21,2143.0,203.0,17.5
3040,Kochi,5,53500,Diesel,Manual,First,5.0,MARUTI,28.4,1248.0,74.0,5.36
3041,Delhi,6,17585,Petrol,Manual,First,7.0,MARUTI,16.02,1373.0,93.7,6.35
3042,Kolkata,9,36226,Petrol,Manual,First,5.0,HYUNDAI,17.01,1591.0,121.3,2.95
3043,Coimbatore,1,25899,Diesel,Automatic,First,5.0,LAND,12.63,2179.0,147.5,55.7
3044,Kolkata,11,60170,Petrol,Manual,First,5.0,HYUNDAI,0.0,1086.0,62.0,1.15
3045,Hyderabad,3,11200,Diesel,Automatic,First,5.0,MERCEDES-BENZ,19.27,2143.0,167.62,37.5
3046,Kochi,3,49045,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,4.07
3047,Kolkata,8,45000,Diesel,Manual,First,5.0,VOLKSWAGEN,22.07,1199.0,73.9,2.99
3048,Delhi,3,40000,Diesel,Manual,First,5.0,MARUTI,24.3,1248.0,88.5,7.9
3049,Mumbai,4,36600,Diesel,Manual,First,5.0,RENAULT,19.87,1461.0,83.8,7.49
3050,Jaipur,11,117000,Diesel,Manual,First,5.0,TATA,18.0,1248.0,75.0,1.1
3051,Delhi,4,16000,Diesel,Automatic,First,7.0,MERCEDES-BENZ,11.3,2987.0,254.8,56.0
3052,Mumbai,4,50000,Diesel,Manual,First,5.0,HYUNDAI,25.4,1186.0,73.97,3.5
3053,Hyderabad,12,150000,Diesel,Manual,First,5.0,HYUNDAI,18.1,1493.0,110.0,3.0
3054,Mumbai,6,11000,Petrol,Manual,First,5.0,HYUNDAI,17.01,1591.0,121.3,6.1
3055,Bangalore,10,102016,Petrol,Manual,First,5.0,FORD,15.6,1196.0,70.0,2.25
3056,Chennai,4,38000,Diesel,Manual,First,5.0,MARUTI,25.2,1248.0,74.0,5.95
3057,Hyderabad,7,71491,Diesel,Manual,First,5.0,RENAULT,23.08,1461.0,63.12,4.95
3058,Bangalore,5,46354,Petrol,Manual,Second,5.0,VOLKSWAGEN,16.47,1198.0,74.0,5.49
3059,Delhi,1,87000,Diesel,Automatic,First,5.0,BMW,22.69,1995.0,190.0,6.67
3060,Ahmedabad,5,20765,Petrol,Manual,First,5.0,SKODA,15.0,1598.0,103.52,6.25
3061,Ahmedabad,15,58000,Petrol,Manual,Second,5.0,HYUNDAI,0.0,999.0,0.0,1.51
3062,Coimbatore,6,51076,Diesel,Automatic,First,7.0,AUDI,12.07,2967.0,241.4,34.88
3063,Jaipur,4,84085,Diesel,Manual,First,5.0,MARUTI,26.21,1248.0,88.5,6.9
3064,Kolkata,6,55000,Diesel,Manual,First,5.0,HONDA,25.1,1498.0,98.6,5.99
3065,Mumbai,10,73000,Petrol,Automatic,First,5.0,MERCEDES-BENZ,10.93,3498.0,272.0,10.4
3066,Pune,8,50001,Diesel,Automatic,First,5.0,AUDI,14.57,2967.0,241.38,29.0
3067,Coimbatore,4,93166,Diesel,Manual,Second,7.0,MAHINDRA,14.02,2179.0,118.3,5.85
3068,Kochi,14,99583,Petrol,Automatic,Third,5.0,HONDA,12.0,1493.0,100.0,2.21
3069,Mumbai,10,72000,Petrol,Manual,First,5.0,MARUTI,15.5,1586.0,103.3,2.4
3070,Pune,11,70000,Petrol,Manual,Third,5.0,TOYOTA,14.53,1798.0,138.1,3.0
3071,Pune,8,61000,Petrol,Automatic,Second,5.0,VOLKSWAGEN,14.4,1598.0,103.6,3.75
3072,Pune,5,66510,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,2.95
3073,Hyderabad,9,84062,Diesel,Manual,First,5.0,SKODA,20.0,1968.0,108.5,5.8
3074,Hyderabad,8,80799,Diesel,Manual,First,5.0,MARUTI,22.9,1248.0,74.0,4.9
3075,Kolkata,2,5000,Petrol,Automatic,First,5.0,TOYOTA,14.28,1798.0,138.03,16.95
3076,Hyderabad,7,92000,Diesel,Manual,First,8.0,TOYOTA,12.99,2494.0,100.0,12.5
3077,Hyderabad,3,53000,Diesel,Manual,First,5.0,TATA,27.28,1047.0,69.0,5.0
3078,Mumbai,5,39822,Petrol,Manual,First,5.0,SKODA,15.41,1598.0,103.52,4.68
3079,Mumbai,4,29000,Diesel,Automatic,First,7.0,FORD,10.91,3198.0,197.0,29.8
3080,Kochi,3,24214,Petrol,Manual,Second,5.0,RENAULT,25.17,799.0,53.3,3.46
3081,Pune,8,75000,Diesel,Manual,First,5.0,HYUNDAI,23.0,1396.0,90.0,4.0
3082,Chennai,8,77216,Diesel,Manual,Second,5.0,SKODA,17.5,1896.0,106.0,4.5
3083,Kochi,7,74290,Diesel,Manual,First,5.0,TOYOTA,21.43,1364.0,87.2,5.87
3084,Delhi,5,61000,Diesel,Manual,First,8.0,MAHINDRA,15.4,2179.0,120.0,9.5
3085,Chennai,7,44000,Diesel,Automatic,First,5.0,AUDI,14.16,1968.0,174.3,32.5
3086,Coimbatore,6,74041,Diesel,Manual,First,8.0,CHEVROLET,18.2,1248.0,73.8,3.88
3087,Coimbatore,7,85846,Diesel,Automatic,First,5.0,BMW,22.69,1995.0,190.0,13.08
3088,Delhi,8,52000,Diesel,Manual,First,5.0,NISSAN,21.64,1461.0,84.8,3.5
3089,Mumbai,10,47000,Petrol,Manual,Second,5.0,HONDA,12.8,2354.0,177.6,3.5
3090,Bangalore,10,72010,Diesel,Manual,First,5.0,HYUNDAI,16.8,1493.0,110.0,4.45
3091,Jaipur,5,15000,Petrol,Manual,First,8.0,MARUTI,16.8,796.0,34.2,2.35
3093,Kolkata,8,24720,Diesel,Automatic,Second,5.0,AUDI,0.0,2967.0,241.4,28.0
3094,Chennai,13,75000,Petrol,Manual,Second,5.0,FORD,16.6,1388.0,68.0,2.0
3095,Mumbai,5,57000,Diesel,Manual,First,5.0,HYUNDAI,22.54,1396.0,88.73,6.35
3096,Kochi,5,41057,Diesel,Automatic,First,5.0,MERCEDES-BENZ,13.0,2143.0,201.1,24.63
3097,Pune,8,92000,Clean_Fuel,Manual,Second,5.0,MARUTI,26.2,998.0,58.2,3.0
3098,Chennai,4,20000,Diesel,Manual,First,5.0,FORD,22.77,1498.0,98.59,7.9
3099,Mumbai,9,52359,Petrol,Manual,First,5.0,HYUNDAI,18.5,1197.0,80.0,3.25
3100,Delhi,4,17000,Petrol,Manual,Second,5.0,HONDA,17.8,1497.0,117.3,8.25
3101,Kolkata,9,39002,Diesel,Manual,First,5.0,NISSAN,23.08,1461.0,63.1,2.85
3102,Pune,10,129986,Diesel,Manual,Second,5.0,FORD,20.0,1399.0,68.0,3.2
3103,Kolkata,7,45000,Petrol,Manual,First,5.0,NISSAN,18.44,1198.0,75.0,1.75
3104,Kolkata,7,41300,Diesel,Manual,First,5.0,MARUTI,17.8,1248.0,0.0,3.38
3105,Ahmedabad,11,82002,Petrol,Manual,Second,5.0,HONDA,12.8,2354.0,177.6,5.75
3106,Mumbai,10,67000,Petrol,Automatic,First,5.0,SKODA,13.7,1798.0,157.75,4.7
3107,Hyderabad,3,21260,Petrol,Manual,First,5.0,MARUTI,14.0,796.0,35.0,2.9
3108,Ahmedabad,8,55362,Diesel,Manual,First,5.0,HYUNDAI,21.9,1396.0,88.8,4.25
3109,Chennai,3,13000,Diesel,Automatic,First,5.0,HYUNDAI,17.01,1582.0,126.2,14.5
3110,Kochi,4,45725,Diesel,Manual,First,5.0,MARUTI,25.2,1248.0,74.0,5.34
3111,Jaipur,6,105000,Diesel,Manual,First,5.0,MARUTI,25.2,1248.0,74.0,3.85
3112,Hyderabad,11,156056,Diesel,Manual,First,8.0,TOYOTA,12.8,2494.0,102.0,8.5
3113,Mumbai,4,135000,Diesel,Manual,First,5.0,HYUNDAI,24.4,1120.0,71.0,4.2
3114,Delhi,4,67000,Diesel,Manual,First,7.0,MARUTI,20.77,1248.0,88.7,6.75
3115,Jaipur,4,90000,Diesel,Automatic,First,7.0,FORD,10.91,3198.0,197.2,26.0
3116,Coimbatore,1,32251,Diesel,Manual,First,5.0,HYUNDAI,22.54,1396.0,88.73,8.61
3117,Mumbai,11,47000,Petrol,Manual,First,5.0,MARUTI,19.0,998.0,67.1,1.46
3118,Mumbai,9,75308,Diesel,Manual,Second,5.0,MARUTI,21.1,1248.0,73.9,2.8
3119,Kochi,2,44202,Clean_Fuel,Manual,First,4.0,MARUTI,32.26,998.0,58.2,4.0
3120,Mumbai,6,58000,Petrol,Manual,First,5.0,HONDA,17.0,1497.0,118.0,5.47
3121,Mumbai,11,60000,Petrol,Manual,First,5.0,MARUTI,17.5,1298.0,85.8,2.45
3122,Hyderabad,6,45000,Diesel,Automatic,First,5.0,BMW,17.05,1995.0,184.0,21.5
3123,Mumbai,10,41195,Petrol,Manual,First,5.0,TATA,15.0,1368.0,90.0,1.38
3124,Chennai,4,89000,Diesel,Manual,First,7.0,MAHINDRA,16.0,2179.0,140.0,13.5
3125,Bangalore,11,60510,Petrol,Automatic,Second,5.0,HYUNDAI,16.95,1197.0,78.9,3.1
3126,Mumbai,4,8500,Petrol,Manual,First,5.0,MARUTI,21.4,1197.0,83.1,5.49
3127,Kochi,3,35981,Diesel,Manual,First,5.0,MARUTI,24.3,1248.0,88.5,9.51
3128,Mumbai,8,23152,Petrol,Manual,First,5.0,FORD,15.6,1196.0,70.02,2.39
3129,Delhi,6,74663,Clean_Fuel,Manual,First,5.0,MARUTI,33.54,998.0,67.04,3.25
3130,Mumbai,6,61529,Petrol,Automatic,First,5.0,VOLKSWAGEN,18.19,1197.0,103.5,5.65
3131,Ahmedabad,10,91596,Diesel,Manual,First,7.0,MAHINDRA,14.95,2489.0,93.7,1.85
3132,Kochi,1,14298,Petrol,Automatic,First,5.0,PORSCHE,13.33,2995.0,340.0,2.02
3133,Hyderabad,7,83327,Diesel,Manual,First,5.0,MARUTI,19.3,1248.0,73.9,5.8
3134,Hyderabad,3,22857,Petrol,Manual,First,5.0,VOLKSWAGEN,16.2,1199.0,74.0,6.9
3135,Chennai,7,34620,Petrol,Manual,Second,5.0,HYUNDAI,17.01,1591.0,121.3,5.35
3136,Bangalore,10,56000,Petrol,Manual,First,5.0,HYUNDAI,19.81,1086.0,68.05,2.85
3137,Chennai,6,81000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,13.0,2143.0,204.0,22.75
3138,Jaipur,15,95150,Petrol,Manual,Third,5.0,MARUTI,17.3,993.0,60.0,0.45
3139,Coimbatore,7,32776,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,4.64
3140,Coimbatore,4,51587,Diesel,Manual,First,5.0,HONDA,25.8,1498.0,98.6,5.27
3141,Jaipur,4,36000,Diesel,Manual,First,7.0,TATA,14.1,2179.0,148.0,10.0
3142,Mumbai,5,22000,Petrol,Manual,First,5.0,HONDA,18.5,1198.0,86.8,3.95
3143,Kochi,10,30754,Petrol,Manual,First,5.0,HYUNDAI,17.0,1197.0,80.0,3.38
3144,Coimbatore,2,37109,Petrol,Manual,First,5.0,VOLKSWAGEN,14.69,1390.0,120.33,16.8
3145,Kolkata,10,45000,Petrol,Manual,First,5.0,HONDA,16.7,1198.0,88.8,1.99
3146,Coimbatore,3,33284,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,82.0,5.84
3147,Coimbatore,4,55115,Diesel,Automatic,First,5.0,JAGUAR,14.74,2993.0,270.9,36.15
3148,Kolkata,6,18000,Diesel,Automatic,First,5.0,JAGUAR,16.36,2179.0,187.7,25.7
3149,Coimbatore,7,130790,Diesel,Manual,First,7.0,MAHINDRA,16.0,2179.0,140.0,9.24
3150,Delhi,5,16607,Diesel,Manual,First,5.0,MARUTI,22.7,1598.0,118.0,7.65
3151,Coimbatore,5,32205,Diesel,Automatic,First,5.0,AUDI,17.11,1968.0,174.33,25.31
3152,Delhi,7,67000,Diesel,Manual,First,5.0,RENAULT,19.01,1461.0,108.45,4.75
3153,Coimbatore,6,57676,Petrol,Manual,First,5.0,MARUTI,19.1,1197.0,85.8,6.69
3154,Mumbai,8,41000,Petrol,Manual,First,5.0,VOLKSWAGEN,16.47,1198.0,73.9,3.1
3155,Jaipur,8,65000,Petrol,Manual,First,8.0,MARUTI,19.7,796.0,35.0,1.55
3156,Coimbatore,1,12153,Petrol,Automatic,First,5.0,HYUNDAI,18.9,1197.0,81.86,6.84
3157,Hyderabad,6,16810,Petrol,Manual,First,4.0,TATA,25.4,624.0,37.5,1.6
3158,Kochi,3,61221,Petrol,Automatic,First,5.0,AUDI,17.84,1395.0,147.51,21.73
3159,Mumbai,5,22000,Petrol,Manual,First,5.0,VOLKSWAGEN,16.47,1198.0,74.0,4.75
3160,Chennai,5,63714,Petrol,Manual,First,5.0,MARUTI,22.74,796.0,47.3,2.45
3161,Kochi,1,14857,Diesel,Automatic,First,5.0,MINI,20.7,1496.0,113.98,31.55
3162,Delhi,8,69000,Diesel,Automatic,Second,5.0,AUDI,15.2,1968.0,140.8,10.25
3163,Coimbatore,1,14648,Diesel,Manual,First,7.0,FORD,12.62,2198.0,158.0,27.36
3164,Hyderabad,7,100000,Petrol,Manual,Second,5.0,FORD,15.8,1499.0,110.0,6.5
3165,Jaipur,4,22000,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,82.0,4.25
3166,Mumbai,6,10000,Petrol,Manual,First,5.0,CHEVROLET,18.2,1199.0,82.4,5.5
3167,Kolkata,5,107000,Petrol,Manual,First,5.0,MARUTI,20.85,1197.0,83.14,4.0
3168,Kochi,3,48198,Petrol,Manual,First,5.0,TATA,17.57,1193.0,88.7,4.65
3169,Delhi,5,15000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,19.27,2143.0,170.0,28.5
3170,Coimbatore,6,80073,Diesel,Manual,First,5.0,CHEVROLET,17.3,1998.0,163.7,7.11
3171,Hyderabad,7,85388,Diesel,Manual,First,5.0,MARUTI,21.1,1248.0,73.9,3.9
3172,Jaipur,3,14700,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,81.86,5.6
3173,Pune,8,150000,Diesel,Manual,Third,5.0,MARUTI,28.4,1248.0,73.75,2.25
3174,Kolkata,9,34994,Diesel,Manual,First,5.0,HYUNDAI,22.32,1582.0,126.32,3.9
3175,Coimbatore,6,82536,Diesel,Automatic,First,5.0,JAGUAR,14.74,2993.0,270.9,28.63
3176,Delhi,7,82000,Petrol,Automatic,First,5.0,SKODA,13.7,1798.0,157.75,7.25
3177,Pune,14,52000,Petrol,Manual,Second,5.0,MARUTI,18.9,998.0,67.1,2.0
3178,Mumbai,9,20000,Petrol,Manual,First,5.0,VOLKSWAGEN,16.47,1198.0,73.9,3.5
3179,Hyderabad,9,55000,Petrol,Manual,First,5.0,HONDA,14.8,1799.0,130.2,5.0
3180,Ahmedabad,5,47001,Clean_Fuel,Manual,First,5.0,MARUTI,20.0,1196.0,63.0,3.72
3181,Chennai,6,52000,Petrol,Manual,First,5.0,MARUTI,22.5,998.0,67.04,3.45
3182,Kolkata,7,43284,Diesel,Manual,First,5.0,MARUTI,23.4,1248.0,74.0,4.5
3183,Coimbatore,2,23875,Petrol,Automatic,First,5.0,HYUNDAI,13.0,1591.0,121.3,14.36
3184,Bangalore,4,51866,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,82.0,5.5
3185,Mumbai,7,69000,Diesel,Manual,First,5.0,NISSAN,23.08,1461.0,63.1,3.0
3186,Coimbatore,3,62788,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,81.86,6.08
3187,Chennai,7,150000,Diesel,Manual,First,5.0,VOLKSWAGEN,20.54,1598.0,103.6,5.0
3188,Kochi,5,47566,Diesel,Automatic,First,7.0,TOYOTA,12.55,2982.0,168.5,20.25
3189,Chennai,15,67000,Petrol,Manual,Third,5.0,HYUNDAI,0.0,999.0,0.0,1.2
3190,Pune,2,20300,Diesel,Automatic,First,7.0,TOYOTA,11.36,2755.0,171.5,18.0
3191,Pune,5,48300,Diesel,Automatic,First,5.0,MERCEDES-BENZ,20.0,2143.0,107.3,17.5
3192,Pune,7,30000,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,2.1
3193,Bangalore,8,36000,Diesel,Manual,Second,5.0,HYUNDAI,22.7,1582.0,126.24,7.5
3194,Kochi,5,27641,Diesel,Automatic,Second,4.0,MINI,20.7,1496.0,113.98,24.77
3195,Bangalore,5,60000,Diesel,Manual,First,5.0,RENAULT,19.64,1461.0,108.45,8.65
3196,Chennai,1,9000,Diesel,Automatic,First,7.0,FORD,10.91,3198.0,197.0,35.5
3197,Delhi,6,60750,Petrol,Manual,First,5.0,TOYOTA,14.28,1798.0,138.03,10.5
3198,Delhi,2,9000,Diesel,Manual,First,7.0,MAHINDRA,14.0,2179.0,155.0,13.0
3199,Kolkata,8,41100,Diesel,Automatic,First,5.0,BMW,16.77,2993.0,261.49,26.5
3200,Ahmedabad,15,60000,Petrol,Manual,Second,5.0,MARUTI,17.3,1061.0,64.0,1.4
3201,Kochi,3,38424,Petrol,Manual,First,5.0,HONDA,17.8,1497.0,117.3,7.51
3202,Delhi,6,50000,Diesel,Manual,First,5.0,MARUTI,22.9,1248.0,74.0,4.3
3203,Mumbai,5,19000,Petrol,Automatic,First,5.0,HONDA,18.0,1497.0,117.3,8.95
3204,Kochi,5,58734,Diesel,Manual,First,7.0,MARUTI,20.77,1248.0,88.76,6.91
3205,Coimbatore,4,65257,Diesel,Manual,First,5.0,RENAULT,19.01,1461.0,108.45,9.75
3206,Jaipur,10,130000,Diesel,Manual,Second,5.0,MARUTI,19.3,1248.0,73.9,4.0
3207,Hyderabad,9,79000,Diesel,Manual,First,5.0,MARUTI,23.2,1248.0,73.94,3.65
3208,Chennai,7,78000,Diesel,Manual,First,7.0,MAHINDRA,15.1,2179.0,140.0,10.75
3209,Kochi,5,49133,Petrol,Manual,First,5.0,HONDA,19.4,1198.0,86.8,4.51
3210,Coimbatore,4,22769,Diesel,Automatic,First,5.0,MERCEDES-BENZ,0.0,2987.0,165.0,49.22
3211,Coimbatore,6,54448,Diesel,Manual,First,5.0,TATA,21.02,1248.0,88.8,3.7
